frequency - Sound Pressure_29 (FFT - (RMS) Phase)	Amplitude - Sound Pressure_29 (FFT - (RMS) Phase)	frequency - Acceleration (FFT - (RMS) Phase)	Amplitude - Acceleration (FFT - (RMS) Phase)
60.928001	2.17715	60.928001	-1.43918
61.440001	-0.701191	61.440001	1.07969
61.952001	-3.00961	61.952001	-2.55432
62.464001	1.86069	62.464001	2.86796
62.976001	0.818312	62.976001	0.153592
63.488001	1.27859	63.488001	-0.795237
64.000001	-1.8892	64.000001	1.67929
64.512001	1.41265	64.512001	-2.77128
65.024001	-1.34534	65.024001	0.0438398
65.536001	2.31111	65.536001	2.40195
66.048001	-0.259369	66.048001	-1.53866
66.560001	3.10803	66.560001	-1.23094
67.072001	-0.00434889	67.072001	1.58498
67.584001	-2.79784	67.584001	-2.76182
68.096001	-0.672541	68.096001	-2.96795
68.608001	3.12139	68.608001	0.166658
69.120001	1.1375	69.120001	0.433427
69.632001	-1.49192	69.632001	-2.71827
70.144001	1.24669	70.144001	1.95364
70.656001	-1.82835	70.656001	0.335218
71.168001	1.91295	71.168001	-2.58458
71.680001	-0.751412	71.680001	-2.68697
72.192001	2.71596	72.192001	1.47382
72.704001	0.101015	72.704001	-2.63582
73.216001	-2.532	73.216001	1.41629
73.728001	0.820976	73.728001	-2.75175
74.240001	-2.79841	74.240001	0.348674
74.752001	0.0620329	74.752001	-2.75849
75.264001	-2.6005	75.264001	2.71132
75.776001	1.1157	75.776001	0.655547
76.288001	-1.5293	76.288001	-2.07342
76.800001	2.67319	76.800001	1.67526
77.312001	0.406204	77.312001	-1.25987
77.824001	-1.47781	77.824001	-1.02989
78.336001	1.71071	78.336001	2.29916
78.848001	0.736896	78.848001	-2.39797
79.360001	-2.26487	79.360001	-0.0489613
79.872001	1.05022	79.872001	3.00369
80.384001	-1.56628	80.384001	0.974746
80.896001	2.30335	80.896001	-2.09433
81.408001	-0.963503	81.408001	-2.532
81.920001	2.17952	81.920001	1.71305
82.432001	-0.411123	82.432001	0.105809
82.944001	-2.17929	82.944001	2.89622
83.456001	1.76196	83.456001	1.3046
83.968001	-1.2761	83.968001	1.68005
84.480001	2.22549	84.480001	1.56871
84.992001	-0.252768	84.992001	0.584851
85.504001	-2.55097	85.504001	1.15456
86.016001	1.23427	86.016001	0.303578
86.528001	-1.17883	86.528001	-0.572632
87.040001	2.50288	87.040001	-1.70414
87.552001	-0.297846	87.552001	-2.75481
88.064001	-3.11386	88.064001	2.47545
88.576001	0.423662	88.576001	1.38196
89.088001	-1.96738	89.088001	0.472157
89.600001	1.02747	89.600001	0.0144613
90.112001	-1.45929	90.112001	-1.3336
90.624001	2.37837	90.624001	-1.93477
91.136001	-0.38035	91.136001	-1.68595
91.648001	-3.11497	91.648001	-3.02223
92.160001	0.416368	92.160001	-2.89789
92.672001	-1.32547	92.672001	2.15201
93.184001	3.06731	93.184001	2.37259
93.696001	0.895604	93.696001	2.30629
94.208001	-2.00465	94.208001	-0.0856262
94.720001	-1.73886	94.720001	-2.46972
95.232001	1.21961	95.232001	1.34178
95.744001	-2.33303	95.744001	-1.85791
96.256001	0.451998	96.256001	-2.53852
96.768001	-2.69492	96.768001	1.80565
97.280001	1.41547	97.280001	0.520683
97.792001	-1.07405	97.792001	-2.4632
98.304001	-2.6859	98.304001	0.488776
98.816001	1.02878	98.816001	2.82055
99.328001	-1.8251	99.328001	0.23761
99.840001	1.45885	99.840001	1.99429
100.352001	-1.4876	100.352001	-0.870905
100.864001	3.0539	100.864001	2.64153
101.376001	1.63227	101.376001	2.71732
101.888001	-2.18198	101.888001	0.890136
102.400001	-0.153487	102.400001	0.614364
102.912001	-2.66325	102.912001	0.990404
103.424001	0.955485	103.424001	-2.47162
103.936001	-3.07295	103.936001	0.315403
104.448001	0.156705	104.448001	1.89219
104.960001	-2.24635	104.960001	-1.51559
105.472001	1.79392	105.472001	1.26946
105.984001	-1.09908	105.984001	-3.05718
106.496001	1.98723	106.496001	0.718147
107.008001	-0.562084	107.008001	-1.94826
107.520001	-2.84372	107.520001	0.745296
108.032001	1.46692	108.032001	1.34866
108.544001	-1.31471	108.544001	-2.987
109.056001	1.54102	109.056001	-0.444602
109.568001	-1.01845	109.568001	0.41536
110.080001	-3.13034	110.080001	2.42637
110.592001	1.99044	110.592001	-0.303154
111.104001	0.55498	111.104001	-2.60569
111.616001	-3.03371	111.616001	0.388917
112.128001	0.25588	112.128001	0.859858
112.640001	-2.35717	112.640001	1.79836
113.152001	1.05151	113.152001	-1.1923
113.664001	-2.0847	113.664001	1.13804
114.176001	1.5831	114.176001	-2.47903
114.688001	-0.414942	114.688001	0.573812
115.200001	-2.60523	115.200001	-1.11687
115.712001	1.32273	115.712001	2.30042
116.224001	-1.72002	116.224001	0.0692452
116.736001	1.16843	116.736001	-2.49527
117.248001	-1.14242	117.248001	0.206867
117.760001	-2.56147	117.760001	1.77939
118.272001	2.11111	118.272001	-1.3962
118.784001	-0.0376573	118.784001	-0.159542
119.296001	1.23796	119.296001	2.14787
119.808001	-1.61907	119.808001	-3.08955
120.320001	-2.58837	120.320001	0.283987
120.832001	0.654129	120.832001	-0.561596
121.344001	2.12628	121.344001	-3.13616
121.856001	-2.3765	121.856001	0.0549903
122.368001	0.15834	122.368001	-2.95001
122.880001	-2.51488	122.880001	0.531793
123.392001	1.44416	123.392001	-1.90194
123.904001	-1.07763	123.904001	0.424184
124.416001	2.26175	124.416001	3.1364
124.928001	-0.197812	124.928001	-0.342403
125.440001	-2.9526	125.440001	2.63581
125.952001	0.383243	125.952001	2.91932
126.464001	-2.50771	126.464001	-0.331171
126.976001	1.45346	126.976001	-2.58703
127.488001	-1.35217	127.488001	-0.855848
128.000001	2.01625	128.000001	1.79048
128.512001	-0.604626	128.512001	-1.21432
129.024001	3.04365	129.024001	2.5727
129.536001	1.21966	129.536001	-1.02751
130.048001	-0.483986	130.048001	-2.84363
130.560001	2.95427	130.560001	1.81108
131.072001	0.302942	131.072001	-1.09423
131.584001	-1.34136	131.584001	2.66927
132.096001	-2.68668	132.096001	-0.507552
132.608001	1.24657	132.608001	2.02169
133.120001	-2.05517	133.120001	-2.39134
133.632001	1.97801	133.632001	0.744756
134.144001	-0.457622	134.144001	-0.546843
134.656001	-1.90876	134.656001	3.05061
135.168002	0.743436	135.168002	0.630646
135.680002	-2.31031	135.680002	0.234984
136.192002	1.39005	136.192002	-2.94674
136.704002	-0.611983	136.704002	-1.67544
137.216002	-2.96286	137.216002	-1.42227
137.728002	0.297819	137.728002	2.21794
138.240002	-2.7839	138.240002	1.67634
138.752002	0.980229	138.752002	-1.45498
139.264002	-1.15803	139.264002	-1.38951
139.776002	2.16031	139.776002	1.47934
140.288002	-1.00827	140.288002	-1.9844
140.800002	2.42076	140.800002	1.21156
141.312002	0.004741	141.312002	1.52714
141.824002	-1.70035	141.824002	-1.73381
142.336002	2.76041	142.336002	0.403878
142.848002	0.250888	142.848002	-3.0652
143.360002	-2.84517	143.360002	-0.202078
143.872002	0.637397	143.872002	2.88954
144.384002	-1.49779	144.384002	-0.464784
144.896002	2.24516	144.896002	1.84686
145.408002	-1.40154	145.408002	-1.36794
145.920002	0.770169	145.920002	-0.427218
146.432002	-1.98734	146.432002	2.10762
146.944002	0.29783	146.944002	-3.11555
147.456002	2.15336	147.456002	-0.691881
147.968002	-2.49535	147.968002	1.01976
148.480002	0.7047	148.480002	-0.128585
148.992002	-2.60193	148.992002	2.18241
149.504002	0.38952	149.504002	-1.25793
150.016002	0.182857	150.016002	1.83797
150.528002	-2.30316	150.528002	1.88276
151.040002	1.43479	151.040002	-1.50956
151.552002	-0.979935	151.552002	0.261123
152.064002	-2.55488	152.064002	2.66251
152.576002	0.785976	152.576002	-1.52133
153.088002	-2.40496	153.088002	0.137766
153.600002	-0.196522	153.600002	2.66645
154.112002	2.96371	154.112002	-0.455918
154.624002	0.0618851	154.624002	1.4607
155.136002	-2.81183	155.136002	-1.96433
155.648002	0.933301	155.648002	-0.180239
156.160002	-0.878306	156.160002	2.5777
156.672002	-2.58769	156.672002	1.36428
157.184002	1.16994	157.184002	0.566663
157.696002	2.51457	157.696002	-2.81701
158.208002	-1.21226	158.208002	0.257972
158.720002	0.390087	158.720002	-2.0817
159.232002	-2.31371	159.232002	-2.68329
159.744002	2.82347	159.744002	1.41521
160.256002	2.80128	160.256002	-2.65796
160.768002	1.54852	160.768002	1.39563
161.280002	-0.765261	161.280002	1.2586
161.792002	-2.97606	161.792002	-1.34548
162.304002	0.383535	162.304002	2.09521
162.816002	-2.36839	162.816002	-0.0399903
163.328002	1.01551	163.328002	2.34221
163.840002	-1.87568	163.840002	3.10995
164.352002	1.59262	164.352002	0.552351
164.864002	-1.36288	164.864002	0.695753
165.376002	2.75367	165.376002	1.46084
165.888002	0.280532	165.888002	-1.81828
166.400002	-2.26553	166.400002	0.967997
166.912002	1.41706	166.912002	-1.05006
167.424002	-3.05222	167.424002	0.0396042
167.936002	-0.818159	167.936002	-0.468235
168.448002	0.842453	168.448002	-2.42326
168.960002	-3.06803	168.960002	0.387636
169.472002	-2.08117	169.472002	-2.12735
169.984002	1.92742	169.984002	0.944407
170.496002	-0.0970719	170.496002	-1.81352
171.008002	0.116802	171.008002	0.909589
171.520002	-0.607136	171.520002	-1.32257
172.032002	-2.52029	172.032002	0.122864
172.544002	-3.06993	172.544002	-2.20362
173.056002	0.529628	173.056002	-2.13136
173.568002	-2.6248	173.568002	1.10009
174.080002	-0.070411	174.080002	-2.43198
174.592002	-1.02693	174.592002	0.992255
175.104002	2.85348	175.104002	2.40685
175.616002	0.418927	175.616002	-1.96557
176.128002	3.10458	176.128002	1.71236
176.640002	-0.270053	176.640002	2.98834
177.152002	3.05677	177.152002	2.13315
177.664002	0.557079	177.664002	-1.32952
178.176002	-1.16472	178.176002	1.72587
178.688002	2.67944	178.688002	2.96569
179.200002	0.275252	179.200002	0.577995
179.712002	-2.96276	179.712002	-2.26379
180.224002	1.65734	180.224002	1.79324
180.736002	-0.662511	180.736002	-0.889171
181.248002	1.7138	181.248002	-3.11222
181.760002	-1.85534	181.760002	1.44652
182.272002	2.0697	182.272002	0.82507
182.784002	-0.4428	182.784002	-2.51713
183.296002	2.19142	183.296002	1.09665
183.808002	-0.865987	183.808002	-1.25811
184.320002	-3.00233	184.320002	1.74034
184.832002	1.18218	184.832002	0.856736
185.344002	-1.8641	185.344002	-1.47946
185.856002	0.0177505	185.856002	0.853123
186.368002	2.66167	186.368002	-1.29226
186.880002	-1.6224	186.880002	-0.505657
187.392002	-1.00408	187.392002	-1.82496
187.904002	2.65348	187.904002	-2.85985
188.416002	0.386266	188.416002	-2.91649
188.928002	-2.34897	188.928002	2.6429
189.440002	0.566654	189.440002	1.67481
189.952002	-2.20644	189.952002	2.68041
190.464002	2.55013	190.464002	0.650808
190.976002	-0.130295	190.976002	2.18044
191.488002	-2.76199	191.488002	0.140459
192.000002	0.81333	192.000002	0.566738
192.512002	-1.52888	192.512002	-3.03285
193.024002	2.3933	193.024002	0.975814
193.536002	-0.262029	193.536002	-0.135773
194.048002	-3.04133	194.048002	-3.07954
194.560002	0.556307	194.560002	0.243955
195.072002	-2.1016	195.072002	0.317766
195.584002	1.01196	195.584002	1.19829
196.096002	-1.93069	196.096002	-1.08154
196.608002	1.48375	196.608002	2.41312
197.120002	-1.52782	197.120002	0.390231
197.632002	1.97322	197.632002	0.110492
198.144002	-0.836671	198.144002	0.876894
198.656002	2.40601	198.656002	-1.00366
199.168002	-0.613818	199.168002	1.30636
199.680002	2.85259	199.680002	-0.208225
200.192002	0.892336	200.192002	-0.290848
200.704002	-2.0893	200.704002	-2.97001
201.216002	0.979412	201.216002	-0.498973
201.728002	-2.16081	201.728002	1.54959
202.240002	1.62749	202.240002	-1.5699
202.752002	-0.949822	202.752002	-0.449332
203.264002	-2.87977	203.264002	0.0161548
203.776002	1.37127	203.776002	-1.60495
204.288002	-0.869136	204.288002	-1.00739
204.800002	3.04508	204.800002	-1.37936
205.312002	-0.540641	205.312002	1.3396
205.824002	-1.49524	205.824002	-2.12835
206.336002	2.81251	206.336002	-1.41599
206.848002	0.418234	206.848002	-1.86026
207.360002	2.9768	207.360002	-1.58999
207.872002	-0.547784	207.872002	2.8547
208.384002	2.4686	208.384002	-0.954473
208.896002	0.352168	208.896002	-2.15727
209.408002	-1.61627	209.408002	3.12563
209.920002	2.91599	209.920002	-0.694689
210.432002	0.66793	210.432002	2.46649
210.944002	-1.66127	210.944002	-2.09675
211.456002	2.03656	211.456002	1.25234
211.968002	-0.631463	211.968002	-0.843207
212.480002	2.91172	212.480002	2.82802
212.992002	0.117495	212.992002	0.402419
213.504002	-2.89483	213.504002	2.94296
214.016002	0.178096	214.016002	-0.417032
214.528002	-1.80828	214.528002	1.61498
215.040002	2.13171	215.040002	-2.33373
215.552002	-0.938429	215.552002	1.64574
216.064002	2.80683	216.064002	2.9158
216.576002	0.585469	216.576002	2.02922
217.088002	-1.25402	217.088002	-0.0828212
217.600002	2.40551	217.600002	2.62008
218.112002	-0.398749	218.112002	-3.06405
218.624002	3.07423	218.624002	0.476905
219.136002	0.309232	219.136002	0.28625
219.648002	-2.49339	219.648002	2.32862
220.160002	1.04575	220.160002	-1.13354
220.672002	-1.74444	220.672002	2.0987
221.184002	1.3325	221.184002	0.688491
221.696002	-1.42759	221.696002	-1.55028
222.208002	2.40407	222.208002	2.55076
222.720002	-0.636661	222.720002	0.255627
223.232002	1.25895	223.232002	2.55475
223.744002	-1.56909	223.744002	-2.34857
224.256002	1.32649	224.256002	1.10334
224.768002	-0.922791	224.768002	-0.499303
225.280003	2.865	225.280003	2.33285
225.792003	0.396881	225.792003	0.0447427
226.304003	-2.76135	226.304003	-2.83873
226.816003	-2.1586	226.816003	0.853597
227.328003	-0.317217	227.328003	-2.21278
227.840003	2.6833	227.840003	0.472371
228.352003	0.0950403	228.352003	-2.14388
228.864003	-2.44953	228.864003	1.40599
229.376003	2.2047	229.376003	1.44368
229.888003	-0.435883	229.888003	-1.49131
230.400003	3.14134	230.400003	1.33476
230.912003	0.180398	230.912003	-1.98517
231.424003	-2.4519	231.424003	0.843305
231.936003	1.28711	231.936003	-2.61271
232.448003	-1.34185	232.448003	0.473358
232.960003	1.86124	232.960003	-2.54105
233.472003	-0.714052	233.472003	2.72157
233.984003	-2.57969	233.984003	0.185184
234.496003	1.66404	234.496003	1.57532
235.008003	0.924378	235.008003	-1.20777
235.520003	0.105574	235.520003	2.21132
236.032003	-2.16727	236.032003	-0.0748634
236.544003	-1.97824	236.544003	-1.08448
237.056003	2.02819	237.056003	2.25509
237.568003	-3.07556	237.568003	-0.718781
238.080003	0.162921	238.080003	2.98293
238.592003	-2.40954	238.592003	0.867932
239.104003	1.03981	239.104003	0.156057
239.616003	-1.71205	239.616003	-2.6239
240.128003	1.70723	240.128003	0.18592
240.640003	-1.44091	240.640003	2.93241
241.152003	1.70777	241.152003	0.863807
241.664003	-1.16777	241.664003	-2.81142
242.176003	2.30208	242.176003	-0.212461
242.688003	-0.522932	242.688003	2.06655
243.200003	3.09153	243.200003	-2.51265
243.712003	0.746046	243.712003	-0.305633
244.224003	-1.99486	244.224003	2.28784
244.736003	0.915862	244.736003	-0.974613
245.248003	-1.3862	245.248003	-1.8921
245.760003	2.05893	245.760003	0.880822
246.272003	-2.75555	246.272003	-2.072
246.784003	-0.788718	246.784003	0.770211
247.296003	1.28329	247.296003	-2.63322
247.808003	-1.16868	247.808003	0.308158
248.320003	2.26663	248.320003	2.83879
248.832003	-1.57977	248.832003	-0.666084
249.344003	-1.88233	249.344003	-2.50243
249.856003	1.67569	249.856003	0.566561
250.368003	-0.976518	250.368003	-2.58842
250.880003	2.39365	250.880003	0.412027
251.392003	-1.4661	251.392003	2.5191
251.904003	2.41522	251.904003	-1.50386
252.416003	0.567671	252.416003	0.58683
252.928003	-1.22609	252.928003	-2.54381
253.440003	2.20389	253.440003	1.88158
253.952003	0.651656	253.952003	-1.14583
254.464003	-1.15856	254.464003	-1.0509
254.976003	2.64166	254.976003	1.55392
255.488003	-0.0367113	255.488003	-1.62033
256.000003	-1.66894	256.000003	0.889922
256.512003	2.14781	256.512003	2.23572
257.024003	-0.558921	257.024003	-0.900659
257.536003	1.08273	257.536003	1.76869
258.048003	-1.80671	258.048003	-1.29764
258.560003	1.46822	258.560003	2.59847
259.072003	-1.18231	259.072003	-0.147188
259.584003	1.40801	259.584003	2.68882
260.096003	-0.481498	260.096003	-0.114564
260.608003	-0.321862	260.608003	-2.81373
261.120003	2.11894	261.120003	0.440243
261.632003	-0.0803998	261.632003	0.24612
262.144003	-1.4265	262.144003	2.55978
262.656003	0.429131	262.656003	1.74285
263.168003	-0.0921231	263.168003	-0.861864
263.680003	0.324828	263.680003	2.05636
264.192003	0.0274571	264.192003	-0.482789
264.704003	0.35431	264.704003	2.91562
265.216003	-0.0555291	265.216003	-0.518296
265.728003	0.270762	265.728003	1.28618
266.240003	-0.0655657	266.240003	-1.69012
266.752003	0.401602	266.752003	0.737504
267.264003	-0.0577451	267.264003	-2.54951
267.776003	0.0983531	267.776003	0.0769527
268.288003	0.122343	268.288003	-1.47811
268.800003	-3.02617	268.800003	1.87429
269.312003	0.113472	269.312003	-1.25106
269.824003	-3.03636	269.824003	1.47127
270.336003	-2.99496	270.336003	2.03846
270.848003	3.11101	270.848003	-2.42525
271.360003	-2.8876	271.360003	1.21169
271.872003	3.13601	271.872003	-1.59704
272.384003	-3.06371	272.384003	1.48278
272.896003	-2.68746	272.896003	-1.20625
273.408003	2.80335	273.408003	1.41429
273.920003	-2.60835	273.920003	-1.76676
274.432003	2.34673	274.432003	1.78002
274.944003	-2.63719	274.944003	-0.829585
275.456003	-3.11223	275.456003	1.87531
275.968003	2.90806	275.968003	-1.68679
276.480003	-2.34862	276.480003	1.35103
276.992003	2.61816	276.992003	2.60213
277.504003	-0.882758	277.504003	-0.807462
278.016003	-1.89925	278.016003	-2.18067
278.528003	2.04432	278.528003	0.818451
279.040003	-2.38807	279.040003	3.09001
279.552003	1.63816	279.552003	-1.85429
280.064003	-3.13272	280.064003	0.624139
280.576003	-2.075	280.576003	-2.47245
281.088003	0.718651	281.088003	-1.76933
281.600003	-2.94345	281.600003	2.00418
282.112003	0.557602	282.112003	-1.4053
282.624003	-2.00294	282.624003	1.1922
283.136003	1.80493	283.136003	-0.385079
283.648003	-0.705898	283.648003	3.00317
284.160003	-2.61175	284.160003	-1.2951
284.672003	1.05888	284.672003	-0.647813
285.184003	-1.98592	285.184003	2.43807
285.696003	1.60253	285.696003	0.235171
286.208003	-1.09934	286.208003	-2.4586
286.720003	1.48971	286.720003	3.07548
287.232003	-1.82151	287.232003	-1.35256
287.744003	2.02641	287.744003	0.556885
288.256003	-1.0175	288.256003	3.14124
288.768003	2.43493	288.768003	-0.829312
289.280003	-0.384156	289.280003	1.99464
289.792003	2.60863	289.792003	-2.14798
290.304003	-1.14996	290.304003	-0.977079
290.816003	2.2395	290.816003	-1.26283
291.328003	-0.550878	291.328003	2.64664
291.840003	-2.43543	291.840003	-1.12606
292.352003	1.857	292.352003	-0.928238
292.864003	-1.49023	292.864003	2.45155
293.376003	1.72882	293.376003	-1.07945
293.888003	-1.56603	293.888003	2.21387
294.400003	1.33247	294.400003	-1.94776
294.912003	-1.7351	294.912003	2.34005
295.424003	1.4595	295.424003	2.03843
295.936003	1.92382	295.936003	-2.39977
296.448003	-1.80214	296.448003	0.567829
296.960003	1.85929	296.960003	-1.95241
297.472003	1.41311	297.472003	3.01642
297.984003	-1.05419	297.984003	0.687345
298.496003	2.71735	298.496003	2.83985
299.008003	-0.128546	299.008003	-0.757716
299.520003	-3.01788	299.520003	1.51093
300.032003	1.35106	300.032003	-0.726647
300.544003	-1.26191	300.544003	2.7067
301.056003	1.83172	301.056003	-0.3386
301.568003	-1.5912	301.568003	2.01825
302.080003	2.1947	302.080003	-2.59698
302.592003	-0.194827	302.592003	2.02758
303.104003	-2.71265	303.104003	0.393473
303.616003	1.20405	303.616003	-1.6369
304.128003	-1.2864	304.128003	2.21517
304.640003	2.38536	304.640003	-1.14246
305.152003	-0.651312	305.152003	-3.12728
305.664003	2.62056	305.664003	0.283947
306.176003	0.0617326	306.176003	2.05866
306.688003	-2.67703	306.688003	0.0967372
307.200003	0.795209	307.200003	-2.94471
307.712003	-1.98407	307.712003	0.880558
308.224003	1.82461	308.224003	-2.76985
308.736003	-1.8456	308.736003	-0.277066
309.248003	0.254363	309.248003	1.96457
309.760003	-0.50552	309.760003	2.87733
310.272003	-2.50558	310.272003	-0.0440318
310.784003	2.04263	310.784003	-2.37039
311.296003	-0.717537	311.296003	1.523
311.808003	1.8181	311.808003	-0.673957
312.320003	1.76932	312.320003	3.00688
312.832003	-1.3094	312.832003	1.89222
313.344003	2.38715	313.344003	-1.61872
313.856003	0.4077	313.856003	0.664901
314.368003	-2.74338	314.368003	-2.1585
314.880004	0.583614	314.880004	1.09948
315.392004	-1.78507	315.392004	2.1535
315.904004	-2.76145	315.904004	-2.33795
316.416004	0.361031	316.416004	0.330447
316.928004	2.36555	316.928004	-1.71671
317.440004	1.60254	317.440004	2.13597
317.952004	-0.673676	317.952004	1.86591
318.464004	3.02852	318.464004	0.777699
318.976004	0.139395	318.976004	-2.15068
319.488004	-2.47018	319.488004	0.700254
320.000004	1.46384	320.000004	-0.905285
320.512004	-0.0745589	320.512004	2.34171
321.024004	-1.41546	321.024004	0.00227524
321.536004	-1.51724	321.536004	2.51695
322.048004	2.80549	322.048004	-0.457729
322.560004	0.740115	322.560004	3.03523
323.072004	-1.77192	323.072004	2.16815
323.584004	1.70612	323.584004	1.12212
324.096004	-0.298127	324.096004	-0.727519
324.608004	-2.84962	324.608004	2.70337
325.120004	1.00488	325.120004	0.205532
325.632004	-1.37807	325.632004	-0.404714
326.144004	1.87617	326.144004	-2.8313
326.656004	-1.07796	326.656004	0.242124
327.168004	2.76429	327.168004	2.28255
327.680004	3.1278	327.680004	-0.285527
328.192004	0.503795	328.192004	-1.55346
328.704004	2.77258	328.704004	1.31872
329.216004	-1.54991	329.216004	-1.63846
329.728004	-2.66473	329.728004	-0.693363
330.240004	-0.0329428	330.240004	2.41165
330.752004	2.59472	330.752004	-0.261361
331.264004	0.976966	331.264004	-0.479338
331.776004	-1.1453	331.776004	2.86894
332.288004	2.39258	332.288004	0.629543
332.800004	-0.522773	332.800004	-1.41483
333.312004	2.59301	333.312004	2.03712
333.824004	-0.744092	333.824004	-1.23313
334.336004	2.65965	334.336004	0.990433
334.848004	-0.823466	334.848004	0.0550284
335.360004	2.02987	335.360004	0.721926
335.872004	-0.12166	335.872004	-2.13073
336.384004	-2.85821	336.384004	-1.70144
336.896004	0.258896	336.896004	1.20947
337.408004	-3.0082	337.408004	-1.05976
337.920004	0.142007	337.920004	2.14653
338.432004	-2.49825	338.432004	-1.43873
338.944004	1.22121	338.944004	1.12476
339.456004	-1.89368	339.456004	0.360269
339.968004	1.14203	339.968004	-2.16772
340.480004	-1.68177	340.480004	-1.87378
340.992004	1.84785	340.992004	0.927512
341.504004	-1.01201	341.504004	-0.760397
342.016004	2.51764	342.016004	-2.62427
342.528004	0.473885	342.528004	0.520124
343.040004	-1.46951	343.040004	-2.98049
343.552004	2.44241	343.552004	-0.227937
344.064004	-0.464817	344.064004	1.59638
344.576004	3.06573	344.576004	3.08195
345.088004	1.49797	345.088004	-0.237556
345.600004	1.17834	345.600004	-2.68712
346.112004	-0.494509	346.112004	0.560423
346.624004	-2.78829	346.624004	0.382406
347.136004	1.58864	347.136004	-1.88371
347.648004	-0.917459	347.648004	-2.95456
348.160004	2.30636	348.160004	-0.70137
